id_obat,nama_obat,nama_obat_internasional,kelas_terapi,sub_kelas_terapi,sub_sub_kelas_terapi,sub_sub_sub_kelas_terapi,sediaan,kekuatan,satuan,fpktp,fpktl,pp,prb,oen,program,kanker,komposisi,restriksi_kelas_terapi,restriksi_sub_kelas_terapi,restriksi_sub_sub_kelas_terapi,restriksi_sub_sub_sub_kelas_terapi,restriksi_obat,restriksi_sediaan,peresepan_maksimal
4077,silodosin,silodosin,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,TABLET,4,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Hanya diberikan pada obstruksi outlet kandung kemih akibat benign prostatic hyperplasia (BPH).,,60 tab/bulan.
4079,silostazol,cilostazol,OBAT KARDIOVASKULAR,ANTIAGREGASI PLATELET,,,KAPSUL PELEPASAN LAMBAT,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit dalam atau penyakit jantung dan pembuluh darah atau neurologi atau bedah toraks, kardiak dan vaskular.",Secondary prevention pada pasien stroke dengan Cerebral Small Vessel Disease (CSVD).,60 kaps/bulan.
4079,silostazol,cilostazol,OBAT KARDIOVASKULAR,ANTIAGREGASI PLATELET,,,TABLET,100,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit dalam atau penyakit jantung dan pembuluh darah atau neurologi atau bedah toraks, kardiak dan vaskular.",Hanya untuk kasus Peripheral Artherial Disease (PAD) atau pasien yang terbukti telah resistan terhadap asam asetilsalisilat yang ditunjukkan dengan hasil pemeriksaan resistensi asam asetilsalisilat.,60 tab/bulan.
4089,simvastatin,simvastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,TABLET,10,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,"Sebagai terapi tambahan terhadap terapi diet pada pasien hiperlipidemia dengan salah satu kondisi berikut:
a) kadar LDL > 160 mg/dL untuk pasien tanpa komplikasi diabetes melitus/PJK.
b) Pasien ASCVD (pasca PCI, CABG, stroke iskemi dan/atau PAD, pascainfark) yang dibuktikan dengan EKG atau MSCT atau riwayat angiografi. Target LDL adalah â‰¤ 70 mg/dL, yang harus diperiksa setiap 6 bulan.
c) kadar LDL > 130 mg/dL untuk pasien diabetes melitus. Setelah 6 bulan dilakukan evaluasi ketaatan pasien terhadap kontrol diet dan pemeriksaan laboratorium LDL dilampirkan setiap 6 bulan.",,30 tab/bulan.
4089,simvastatin,simvastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,TABLET,20,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,"Sebagai terapi tambahan terhadap terapi diet pada pasien hiperlipidemia dengan salah satu kondisi berikut:
a) kadar LDL > 160 mg/dL untuk pasien tanpa komplikasi diabetes melitus/PJK.
b) Pasien ASCVD (pasca PCI, CABG, stroke iskemi dan/atau PAD, pascainfark) yang dibuktikan dengan EKG atau MSCT atau riwayat angiografi. Target LDL adalah â‰¤ 70 mg/dL, yang harus diperiksa setiap 6 bulan.
c) kadar LDL > 130 mg/dL untuk pasien diabetes melitus. Setelah 6 bulan dilakukan evaluasi ketaatan pasien terhadap kontrol diet dan pemeriksaan laboratorium LDL dilampirkan setiap 6 bulan.",,30 tab/bulan.
4089,simvastatin,simvastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,TABLET,40,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"Sebagai terapi tambahan terhadap terapi diet pada pasien hiperlipidemia dengan salah satu kondisi berikut:
a) kadar LDL > 160 mg/dL untuk pasien tanpa komplikasi diabetes melitus/PJK.
b) Pasien ASCVD (pasca PCI, CABG, stroke iskemi dan/atau PAD, pascainfark) yang dibuktikan dengan EKG atau MSCT atau riwayat angiografi. Target LDL adalah â‰¤ 70 mg/dL, yang harus diperiksa setiap 6 bulan.
c) kadar LDL > 130 mg/dL untuk pasien diabetes melitus. Setelah 6 bulan dilakukan evaluasi ketaatan pasien terhadap kontrol diet dan pemeriksaan laboratorium LDL dilampirkan setiap 6 bulan.",,30 tab/bulan.
4111,siprofloksasin,ciprofloxacin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kuinolon,INFUS,2,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"Tidak digunakan untuk pasien usia 
< 18 tahun, ibu hamil, atau ibu 
menyusui.",,4 btl/hari.
4111,siprofloksasin,ciprofloxacin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kuinolon,TABLET,500,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"Tidak digunakan untuk pasien usia 
< 18 tahun, ibu hamil, atau ibu 
menyusui.",,
4122,sisplatin,cisplatin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antineoplastik Lain,,INJEKSI,1,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,,,,,,,,100 mg/m2/hari diulang tiap 3 minggu.
4124,sitagliptin,sitagliptin,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET SALUT SELAPUT,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,"a) Tidak digunakan sebagai lini pertama/terapi inisial.
b) Sebagai terapi tambahan pada metformin dan/atau sulfonilurea dengan dosis optimal yang masih dapat ditoleransi oleh pasien.
c) Tidak digunakan sebagai obat tunggal.",,30 tab/bulan.
4129,sitarabin,cytarabine,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,INJEKSI,100,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,,,,,,"a) Untuk leukemia akut.
atau
b) Untuk limfoma maligna.
c) Tidak digunakan untuk intratekal.",,
4137,sodium hialuronat,sodium hyaluronate,OBAT yang MEMENGARUHI STRUKTUR dan MINERALISASI TULANG,,,,INJEKSI,10,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Hanya diberikan untuk OA grade IIâˆ’III (klasifikasi Kellgren-Lawrence).
b) Diberikan pada pasien yang sudah tidak respons dengan parasetamol atau NSAID atau ada kontraindikasi.
c) Bila 3 kali pemberian tidak memberikan respons klinis signifikan, maka terapi dihentikan.",,Diberikan 1 vial/pre-filled syringe per minggu. Maks 5 vial/pre-filled syringe per kasus.
4138,sofosbuvir,sofosbuvir,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,TABLET SALUT SELAPUT,400,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,,,,,,"Catatan: Disediakan oleh Program 
Kemenkes. 
a) Tidak digunakan sebagai monoterapi. 
b) Diberikan bersama dengan daklatasvir untuk hepatitis C.
c) Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi atau penyakit dalam.
d) Dapat diberikan tanpa melakukan pemeriksaan genotipe, sesuai dengan SK Penetapan Rumah Sakit Layanan Hepatitis C dari Kementerian Kesehatan.",,"- 12 minggu kombinasi dengan daklatasvir untuk pasien non sirosis.
- 24 minggu kombinasi dengan daklatasvir untuk pasien sirosis."
4142,solifenasin,solifenacin,OBAT UNTUK SALURAN KEMIH,,,,TABLET,10,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk indikasi Overactive Bladder (OAB) atau Inkontinensia tipe Desakan (Urge Urinary Incontinence).
b) Didasarkan pada hasil pemeriksaan urodinamik atau memenuhi syarat minimum sebagai berikut: anamnesa, pemeriksaan fisik, urinalisa, catatan harian berkemih (Bladder Diary), kuesioner (OABSS) dan pemeriksaan residu urine.
c) Diresepkan oleh dokter yang memiliki kompetensi di bidang urologi, uroginekologi, atau penyakit dalam geriatri.",,Maks 3 bulan.
4142,solifenasin,solifenacin,OBAT UNTUK SALURAN KEMIH,,,,TABLET,5,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk indikasi Overactive Bladder (OAB) atau Inkontinensia tipe Desakan (Urge Urinary Incontinence).
b) Didasarkan pada hasil pemeriksaan urodinamik atau memenuhi syarat minimum sebagai berikut: anamnesa, pemeriksaan fisik, urinalisa, catatan harian berkemih (Bladder Diary), kuesioner (OABSS) dan pemeriksaan residu urine.
c) Diresepkan oleh dokter yang memiliki kompetensi di bidang urologi, uroginekologi, atau penyakit dalam geriatri.",,Maks 3 bulan.
4147,somatostatin,somatostatin,OBAT untuk SALURAN CERNA,LAIN - LAIN,,,INJEKSI,3,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk kasus perdarahan varises esofagus akut.
b) Diberikan intravenous drip 250 mcg per jam.",,"2 amp/hari, maks 5 hari."
4150,somatropin,somatropin,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,LAIN - LAIN,,INJEKSI,,N/A,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk defisiensi Growth Hormone, penegakan diagnosis dengan melampirkan provocative test (contoh: Insulin Tolerance Test) dan IGF-1.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu endokrinologi metabolik dan diabetes.",,"Diberikan setiap hari, dievaluasi setiap tiga bulan sampai umur 14 tahun untuk perempuan dan 16 tahun untuk laki-laki, maksimal 5 vial/bulan."
4164,spiramisin,spiramycin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Makrolid,TABLET SALUT SELAPUT,500,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Dapat digunakan untuk toksoplasmosis pada kehamilan.,,3 g/hari selama 6 minggu.
4167,spironolakton,spironolactone,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,TABLET,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
4167,spironolakton,spironolactone,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,TABLET,25,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,30 tab/bulan.
4167,spironolakton,spironolactone,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,TABLET,25,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,30 tab/bulan.
4170,stannous pyrophosphate,stannous pyrophosphate,DIAGNOSTIK,RADIOFARMAKA KEDOKTERAN NUKLIR,Farmaka Kedokteran Nuklir,,N/A,"27,6",MILIGRAM sodium pyrophosphate/vial,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4181,streptokinase,streptokinase,OBAT KARDIOVASKULAR,TROMBOLITIK,,,INJEKSI,1500000,INTERNASIONAL UNIT,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Untuk infark miokard akut dengan onset < 12 jam.
b) Dapat diberikan di FPKTL yang memiliki fasilitas ICCU/ICU/unit stroke.
c) Kontraindikasi: tidak boleh diberikan jika ditemukan kontraindikasi fibrinolitik antara lain: riwayat stroke hemoragik atau riwayat stroke iskemik dalam 6 bulan terakhir, AVM, tumor otak, trauma kepala, perdarahan aktif gastrointestinal, pascaoperasi besar dalam 3 bulan, dan diseksi aorta.",,
4182,streptomisin,streptomycin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,SERBUK INJEKSI,1,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,,,,"Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.",,"a) Untuk kombinasi pengobatan pasien TB Kambuh BTA (+).
b) Digunakan untuk paduan pengobatan TB Resistan Obat.",,"- 15 mg/kgBB maks 2 bulan pertama pemberian setiap hari.
- Untuk TB RO: 12âˆ’18 mg/kgBB, maks 8 bulan."
4182,streptomisin,streptomycin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Aminoglikosida,SERBUK INJEKSI,1,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4188,sufentanil,sufentanil,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",ANALGESIK NARKOTIK,,,INJEKSI,5,MICROGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,"Hanya untuk tindakan anestesi yang diberikan oleh dokter yang memiliki kompetensi di bidang ilmu anestesiologi dan terapi intensif, atau untuk pasien pasca operasi.",3 vial/kasus.
4189,sugammadeks,sugammadex,RELAKSAN OTOT PERIFER dan PENGHAMBAT KOLINESTERASE,REVERSAL RELAKSAN OTOT,,,INJEKSI,100,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Hanya untuk pasien yang telah mengalami desaturasi oksigen pada kesulitan penguasaan jalan napas saat anestesi umum oleh relaksan otot rokuronium.,,
4190,sukralfat,sucralfate,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,SUSPENSI,500,MILIGRAM / 5 MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
4190,sukralfat,sucralfate,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,TABLET,500,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,60 tab/bulan.
4195,suksinilkolin,succinylcholine,RELAKSAN OTOT PERIFER dan PENGHAMBAT KOLINESTERASE,RELAKSAN OTOT PERIFER,,,INJEKSI,20,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4195,suksinilkolin,succinylcholine,RELAKSAN OTOT PERIFER dan PENGHAMBAT KOLINESTERASE,RELAKSAN OTOT PERIFER,,,INJEKSI,50,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4200,sulfadiazin,sulfadiazine,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,LAIN - LAIN,TABLET,500,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
4227,sulfasalazin,sulfasalazine,OBAT untuk SALURAN CERNA,OBAT untuk ANTIINFLAMASI,,,KAPLET SALUT ENTERIK,500,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
4235,sulfur colloid,colloidal sulfur,DIAGNOSTIK,RADIOFARMAKA KEDOKTERAN NUKLIR,Farmaka Kedokteran Nuklir,,N/A,"4,5",MILIGRAM gelatin / reaction vial,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4252,surfaktan,surfactan,OBAT untuk SALURAN NAPAS,LAIN - LAIN,,,SUSPENSI,25,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Hanya untuk IRDS (Idiopathic Respiratory Distress Syndrome) pada neonatus.,,
4253,surgical ginggival pack,surgical ginggival pack,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,PASTA,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
4266,takrolimus,tacrolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,KAPSUL,"0,5",MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk pasien pascatransplantasi hati atau ginjal yang telah mendapat imunosupresan lainnya, tetapi tidak respons.
b) Untuk pencegahan rejeksi pada transplantasi hati atau ginjal.",,
4266,takrolimus,tacrolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,KAPSUL,1,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk pasien pascatransplantasi hati atau ginjal yang telah mendapat imunosupresan lainnya, tetapi tidak respons.
b) Untuk pencegahan rejeksi pada transplantasi hati atau ginjal.",,
4266,takrolimus,tacrolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,KAPSUL PELEPASAN LAMBAT,"0,5",MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk pasien pascatransplantasi hati atau ginjal yang telah mendapat imunosupresan lainnya, tetapi tidak respons.
b) Untuk pencegahan rejeksi pada transplantasi hati atau ginjal.",,"- Dosis awal Transplantasi Ginjal: 0,2âˆ’0,3 mg/kg/hari.
- Dosis awal Transplantasi Hati: 0,1âˆ’0,2 mg/kg/hari.
- Dosis rumatan disesuaikan dengan kebutuhan pasien berdasarkan pemantauan kadar obat dalam darah."
4266,takrolimus,tacrolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,KAPSUL PELEPASAN LAMBAT,1,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Untuk pasien pascatransplantasi hati atau ginjal yang telah mendapat imunosupresan lainnya, tetapi tidak respons.
b) Untuk pencegahan rejeksi pada transplantasi hati atau ginjal.",,"- Dosis awal Transplantasi Ginjal: 0,2âˆ’0,3 mg/kg/hari.
- Dosis awal Transplantasi Hati: 0,1âˆ’0,2 mg/kg/hari.
- Dosis rumatan disesuaikan dengan kebutuhan pasien berdasarkan pemantauan kadar obat dalam darah."
4276,tamoksifen,tamoxifen,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,TABLET,10,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,Untuk kanker payudara pada premenopause atau post menopause dengan reseptor ER dan/atau PR positif.,,60 tab/bulan.
4276,tamoksifen,tamoxifen,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,TABLET,20,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,,,,,,Untuk kanker payudara pada premenopause atau post menopause dengan reseptor ER dan/atau PR positif.,,30 tab/bulan.
4277,tamsulosin,tamsulosin,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,TABLET,"0,2",MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
4277,tamsulosin,tamsulosin,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,TABLET PELEPASAN LAMBAT,"0,4",MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
4298,technetium 99m,technetium 99m,DIAGNOSTIK,RADIOFARMAKA KEDOKTERAN NUKLIR,Radiofarmaka Kedokteran Nuklir Diagnostik,,N/A,740-3700,MEGABECQUEREL (20 TO 100 MILLICURIE) / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4355,telbivudin,telbivudine,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,TABLET,600,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Hanya untuk pasien Hepatitis B kronik. Diagnosis ditegakkan berdasarkan hasil pemeriksaan HBV-DNA.
b) Pengobatan dihentikan apabila terjadi serokonversi HBsAg.
c) Apabila HBV DNA setelah 6 bulan masih positif harus ditambahkan atau digantikan obat lain.
d) Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi, atau gastroentero-hepatologi anak, atau penyakit dalam, atau penyakit anak.",,
4357,telmisartan,telmisartan,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,TABLET,40,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,"Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.",,"Digunakan untuk hipertensi dengan nilai eGFR < 30 mL/menit/1,73 m2.",,30 tab/bulan.
4357,telmisartan,telmisartan,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,TABLET,80,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,"Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.",,"Digunakan untuk hipertensi dengan nilai eGFR < 30 mL/menit/1,73 m2.",,30 tab/bulan.
4372,temozolomid,temozolomide,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkilator,,KAPSUL,100,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Untuk glioblastoma.
atau
b) Untuk anaplastic astrocytoma.",,"a) Jika menggunakan fasilitas radioterapi: 
75 mg/m2/hari selama pasien disinar kemudian dilanjutkan 150âˆ’200 mg/m2/hari selama 5 hari berturut-turut diulang setiap 
4 minggu, maks 6 siklus.
b) Jika tidak menggunakan fasilitas radioterapi: 150âˆ’200 mg/m2/hari selama 5 hari berturut-turut diulang setiap 4 minggu, maks 6 siklus."
4372,temozolomid,temozolomide,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkilator,,KAPSUL,20,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Untuk glioblastoma.
atau
b) Untuk anaplastic astrocytoma.",,"a) Jika menggunakan fasilitas radioterapi: 
75 mg/m2/hari selama pasien disinar kemudian dilanjutkan 150âˆ’200 mg/m2/hari selama 5 hari berturut-turut diulang setiap 
4 minggu, maks 6 siklus.
b) Jika tidak menggunakan fasilitas radioterapi: 150âˆ’200 mg/m2/hari selama 5 hari berturut-turut diulang setiap 4 minggu, maks 6 siklus."
4381,tenofovir alafenamide fumarat,tenofovir alafenamide fumarate,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,TABLET SALUT SELAPUT,25,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Hanya untuk pasien Hepatitis B kronik dewasa dengan gangguan fungsi ginjal eGFR: 30-60 mL/menit).
b) Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi atau penyakit dalam.",,30 tab/bulan.
4383,tenofovir disoproksil fumarat,tenofovir disoproxil fumarate,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),TABLET,300,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,,,,,Catatan: Disediakan oleh Program Kemenkes,Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.,,
4383,tenofovir disoproksil fumarat,tenofovir disoproxil fumarate,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,TABLET SALUT SELAPUT,300,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Hanya untuk pasien Hepatitis B kronik. Diagnosis ditegakkan berdasarkan hasil pemeriksaan HBV-DNA.
b) Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi atau penyakit dalam.
c) Tidak diberikan untuk pasien < 18 tahun.",,
4388,teofilin,theophylline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,TABLET,150,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,
4388,teofilin,theophylline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,TABLET PELEPASAN LAMBAT,300,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,
4393,terazosin,terazosin,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,TABLET,1,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
4393,terazosin,terazosin,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,TABLET,2,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
4394,terbinafin,terbinafine,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,TABLET,250,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
4395,terbutalin,terbutaline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,CAIRAN INHALASI,"2,5",MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,Hanya untuk serangan asma akut dan/atau PPOK.,"Hari pertama maks 8 vial/hari, selanjutnya maks 4 vial/hari.
Kasus di ICU maks 10 vial/hari."
4395,terbutalin,terbutaline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,INJEKSI,"0,5",MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,Hanya untuk serangan asma akut dan/atau PPOK.,4 amp/hari.
4395,terbutalin,terbutaline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,SERBUK INHALASI,"0,5",MILIGRAM / DOSIS,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,Hanya untuk serangan asma akut dan/atau PPOK.,1 tbg/bulan.
4395,terbutalin,terbutaline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,SIRUP,"1,5",MILIGRAM / 5 MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,1 btl/kasus.
4395,terbutalin,terbutaline,OBAT untuk SALURAN NAPAS,ANTIASMA,,,TABLET,"2,5",MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,
4406,testosteron,testosterone,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Androgen,,KAPSUL LUNAK,40,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,Hanya untuk defisiensi hormon.,
4406,testosteron,testosterone,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Androgen,,INJEKSI,250,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,Hanya untuk defisiensi hormon (dengan kadar testosteron 250âˆ’300).,
4408,tetanus toxoid,tetanus toxoid,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,INJEKSI,,N/A,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
